"32623","Hamlet","59","1.1.181","HORATIO","Walks o'er the dew of yon high eastward hill:"
"32624","Hamlet","59","1.1.182","HORATIO","Break we our watch up, and by my advice,"
"32625","Hamlet","59","1.1.183","HORATIO","Let us impart what we have seen to-night"
"32626","Hamlet","59","1.1.184","HORATIO","Unto young Hamlet, for, upon my life,"
"32627","Hamlet","59","1.1.185","HORATIO","This spirit, dumb to us, will speak to him."
"32628","Hamlet","59","1.1.186","HORATIO","Do you consent we shall acquaint him with it,"
"32629","Hamlet","59","1.1.187","HORATIO","As needful in our loves, fitting our duty?"
"32630","Hamlet","60","1.1.188","MARCELLUS","Let's do't, I pray, and I this morning know"
"32631","Hamlet","60","1.1.189","MARCELLUS","Where we shall find him most conveniently."
"32632","Hamlet","60",,"MARCELLUS","Exeunt"
"32633","Hamlet","60",,"MARCELLUS","SCENE II. A room of state in the castle."
"32634","Hamlet","60",,"MARCELLUS","Enter KING CLAUDIUS, QUEEN GERTRUDE, HAMLET,  POLONIUS, LAERTES, VOLTIMAND, CORNELIUS, Lords, and Attendants"
"32635","Hamlet","1","1.2.1","KING CLAUDIUS","Though yet of Hamlet our dear brother's death"
"32636","Hamlet","1","1.2.2","KING CLAUDIUS","The memory be green, and that it us befitted"
"32637","Hamlet","1","1.2.3","KING CLAUDIUS","To bear our hearts in grief and our whole kingdom"
"32638","Hamlet","1","1.2.4","KING CLAUDIUS","To be contracted in one brow of woe,"
"32639","Hamlet","1","1.2.5","KING CLAUDIUS","Yet so far hath discretion fought with nature"
"32640","Hamlet","1","1.2.6","KING CLAUDIUS","That we with wisest sorrow think on him,"
"32641","Hamlet","1","1.2.7","KING CLAUDIUS","Together with remembrance of ourselves."
"32642","Hamlet","1","1.2.8","KING CLAUDIUS","Therefore our sometime sister, now our queen,"
"32643","Hamlet","1","1.2.9","KING CLAUDIUS","The imperial jointress to this warlike state,"
"32644","Hamlet","1","1.2.10","KING CLAUDIUS","Have we, as 'twere with a defeated joy,--"
"32645","Hamlet","1","1.2.11","KING CLAUDIUS","With an auspicious and a dropping eye,"
"32646","Hamlet","1","1.2.12","KING CLAUDIUS","With mirth in funeral and with dirge in marriage,"
"32647","Hamlet","1","1.2.13","KING CLAUDIUS","In equal scale weighing delight and dole,--"
"32648","Hamlet","1","1.2.14","KING CLAUDIUS","Taken to wife: nor have we herein barr'd"
"32649","Hamlet","1","1.2.15","KING CLAUDIUS","Your better wisdoms, which have freely gone"
"32650","Hamlet","1","1.2.16","KING CLAUDIUS","With this affair along. For all, our thanks."
"32651","Hamlet","1","1.2.17","KING CLAUDIUS","Now follows, that you know, young Fortinbras,"
"32652","Hamlet","1","1.2.18","KING CLAUDIUS","Holding a weak supposal of our worth,"
"32653","Hamlet","1","1.2.19","KING CLAUDIUS","Or thinking by our late dear brother's death"
"32654","Hamlet","1","1.2.20","KING CLAUDIUS","Our state to be disjoint and out of frame,"
"32655","Hamlet","1","1.2.21","KING CLAUDIUS","Colleagued with the dream of his advantage,"
"32656","Hamlet","1","1.2.22","KING CLAUDIUS","He hath not fail'd to pester us with message,"
"32657","Hamlet","1","1.2.23","KING CLAUDIUS","Importing the surrender of those lands"
"32658","Hamlet","1","1.2.24","KING CLAUDIUS","Lost by his father, with all bonds of law,"
"32659","Hamlet","1","1.2.25","KING CLAUDIUS","To our most valiant brother. So much for him."
"32660","Hamlet","1","1.2.26","KING CLAUDIUS","Now for ourself and for this time of meeting:"
"32661","Hamlet","1","1.2.27","KING CLAUDIUS","Thus much the business is: we have here writ"
"32662","Hamlet","1","1.2.28","KING CLAUDIUS","To Norway, uncle of young Fortinbras,--"
"32663","Hamlet","1","1.2.29","KING CLAUDIUS","Who, impotent and bed-rid, scarcely hears"
"32664","Hamlet","1","1.2.30","KING CLAUDIUS","Of this his nephew's purpose,--to suppress"
"32665","Hamlet","1","1.2.31","KING CLAUDIUS","His further gait herein, in that the levies,"
"32666","Hamlet","1","1.2.32","KING CLAUDIUS","The lists and full proportions, are all made"
"32667","Hamlet","1","1.2.33","KING CLAUDIUS","Out of his subject: and we here dispatch"
"32668","Hamlet","1","1.2.34","KING CLAUDIUS","You, good Cornelius, and you, Voltimand,"
"32669","Hamlet","1","1.2.35","KING CLAUDIUS","For bearers of this greeting to old Norway,"
"32670","Hamlet","1","1.2.36","KING CLAUDIUS","Giving to you no further personal power"
"32671","Hamlet","1","1.2.37","KING CLAUDIUS","To business with the king, more than the scope"
"32672","Hamlet","1","1.2.38","KING CLAUDIUS","Of these delated articles allow."
"32673","Hamlet","1","1.2.39","KING CLAUDIUS","Farewell, and let your haste commend your duty."
"32674","Hamlet","3","1.2.40","VOLTIMAND","In that and all things will we show our duty."
"32675","Hamlet","4","1.2.41","KING CLAUDIUS","We doubt it nothing: heartily farewell."
